Ensembl;Gene symbol;Name;Biotype;Chromosome;Seq region start;Seq region end
ENSG00000279376;;;T E C;4;147025914;147030072
ENSG00000250848;;;Processed Pseudogene;5;288833;290321
ENSG00000260120;;;Linc R N A;4;52680609;52692649
ENSG00000226883;;;Antisense;1;59754747;59789182
ENSG00000278188;;"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]";Sn R N A;22;16141767;16141872
ENSG00000253675;;;Antisense;8;86098965;86154225
ENSG00000207467;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;12;48809911;48810016
ENSG00000243149;;;Linc R N A;3;65174958;65193499
ENSG00000237837;;;Linc R N A;2;97301729;97304151
ENSG00000227463;;;Linc R N A;9;84063443;84094577
ENSG00000250343;;;Antisense;5;147180204;147234859
ENSG00000233367;;;Antisense;9;6415145;6449558
ENSG00000253932;;;Antisense;8;13338574;13342754
ENSG00000232361;;;Processed Pseudogene;7;150614061;150614764
ENSG00000183607;GKN2;"gastrokine 2 [Source:HGNC Symbol;Acc:HGNC:24588]";Protein Coding;2;68945232;68952970
ENSG00000182327;GLTPD2;"glycolipid transfer protein domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33756]";Protein Coding;17;4788959;4790390
ENSG00000186834;HEXIM1;"hexamethylene bisacetamide inducible 1 [Source:HGNC Symbol;Acc:HGNC:24953]";Protein Coding;17;45148502;45152101
ENSG00000154721;JAM2;"junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686]";Protein Coding;21;25639272;25717562
ENSG00000264458;;;Antisense;17;32627739;32686484
ENSG00000224278;;;Processed Pseudogene;1;188242139;188242678
ENSG00000258312;;;Linc R N A;12;98113014;98292445
ENSG00000261101;;;Sense Overlapping;X;101627868;101628523
ENSG00000204961;PCDHA9;"protocadherin alpha 9 [Source:HGNC Symbol;Acc:HGNC:8675]";Protein Coding;5;140847463;141012344
ENSG00000163746;PLSCR2;"phospholipid scramblase 2 [Source:HGNC Symbol;Acc:HGNC:16494]";Protein Coding;3;146391421;146495991
ENSG00000254163;;;Antisense;5;156704058;156739812
ENSG00000276968;;;Antisense;13;48041751;48042184
ENSG00000235951;;;Processed Pseudogene;2;204065706;204067363
ENSG00000264015;;;Linc R N A;18;77421619;77560763
ENSG00000257677;;;Linc R N A;12;77219603;77228693
ENSG00000114698;PLSCR4;"phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497]";Protein Coding;3;146192339;146251179
ENSG00000266411;;;Linc R N A;17;62966817;62968549
ENSG00000258970;;;Antisense;15;27418796;27420735
ENSG00000231213;PLSCR5;"phospholipid scramblase family member 5 [Source:HGNC Symbol;Acc:HGNC:19952]";Protein Coding;3;146576555;146606216
ENSG00000261499;;;Unprocessed Pseudogene;17;36274191;36320547
ENSG00000241457;PLSCR5-AS1;"PLSCR5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40907]";Antisense;3;146589602;146590325
ENSG00000100979;PLTP;"phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]";Protein Coding;20;45898621;45912155
ENSG00000207105;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;15;48995912;48996022
ENSG00000130300;PLVAP;"plasmalemma vesicle associated protein [Source:HGNC Symbol;Acc:HGNC:13635]";Protein Coding;19;17351448;17377350
ENSG00000207371;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;6;41917416;41917526
ENSG00000276454;;;Linc R N A;12;47265665;47266108
ENSG00000236847;;;Unprocessed Pseudogene;2;97035461;97037549
ENSG00000200252;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;15;59408905;59409015
ENSG00000232310;;;Linc R N A;6;134525314;134659836
ENSG00000161381;PLXDC1;"plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]";Protein Coding;17;39063303;39154394
ENSG00000277067;;;Linc R N A;21;7048891;7087229
ENSG00000233751;;;Processed Pseudogene;2;222677677;222678289
ENSG00000279189;;;T E C;11;133297189;133302634
ENSG00000214772;;;Antisense;12;14665655;14757963
ENSG00000120594;PLXDC2;"plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]";Protein Coding;10;19816239;20289856
ENSG00000272047;GTF2H5;"general transcription factor IIH subunit 5 [Source:HGNC Symbol;Acc:HGNC:21157]";Protein Coding;6;158168352;158199344
ENSG00000253708;;;Antisense;8;30176554;30180888
ENSG00000164669;INTS4P1;"integrator complex subunit 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21925]";Transcribed Unprocessed Pseudogene;7;65141225;65234216
ENSG00000099308;MAST3;"microtubule associated serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19036]";Protein Coding;19;18097793;18151692
ENSG00000274615;;;Unprocessed Pseudogene;17;38078262;38124770
ENSG00000275496;;;Linc R N A;21;6228966;6267317
ENSG00000228189;;;Linc R N A;9;88627189;88652160
ENSG00000261187;;;Linc R N A;15;72465128;72466262
ENSG00000264314;MIR548AT;"microRNA 548at [Source:HGNC Symbol;Acc:HGNC:43517]";Mi R N A;17;42494773;42494830
ENSG00000276077;;;Linc R N A;21;7430659;7469007
ENSG00000230647;;;Linc R N A;17;14374139;14421026
ENSG00000127530;OR7C1;"olfactory receptor family 7 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8373]";Protein Coding;19;14799146;14800211
ENSG00000253577;;;Linc R N A;8;92765702;92776451
ENSG00000235421;;;Unprocessed Pseudogene;7;65525629;65554744
ENSG00000278939;;;Protein Coding;1;150302770;150303291
ENSG00000236775;;;Processed Pseudogene;1;247015068;247017291
ENSG00000272192;;;Linc R N A;8;65842752;65843331
ENSG00000183171;;;Processed Pseudogene;X;150114378;150116520
ENSG00000246308;;;Antisense;11;10809297;10822931
ENSG00000256081;;;Processed Pseudogene;14;21585290;21586280
ENSG00000237552;;;Linc R N A;1;76758124;76779267
ENSG00000280104;;;T E C;5;133457805;133458331
ENSG00000253882;;;Transcribed Unprocessed Pseudogene;7;143761790;143836933
ENSG00000092208;GEMIN2;"gem nuclear organelle associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10884]";Protein Coding;14;39114223;39136973
ENSG00000229243;;;Linc R N A;3;27830888;27834136
ENSG00000275387;;;Unprocessed Pseudogene;X;54842014;54842134
ENSG00000254135;;;Linc R N A;5;158485190;158534438
ENSG00000138642;HERC6;"HECT and RLD domain containing E3 ubiquitin protein ligase family member 6 [Source:HGNC Symbol;Acc:HGNC:26072]";Protein Coding;4;88378739;88443111
ENSG00000258592;;;Linc R N A;14;57066260;57112660
ENSG00000278390;;;Antisense;13;41132939;41236686
ENSG00000250866;;;Antisense;5;5142138;5176214
ENSG00000279024;;;T E C;2;136230753;136233245
ENSG00000228072;;;Antisense;9;33512959;33514773
ENSG00000162929;KIAA1841;"KIAA1841 [Source:HGNC Symbol;Acc:HGNC:29387]";Protein Coding;2;61065871;61138034
ENSG00000236108;;;Processed Pseudogene;1;205134646;205134950
ENSG00000266774;;;Linc R N A;18;75432703;75436957
ENSG00000261742;LINC00922;"long intergenic non-protein coding RNA 922 [Source:HGNC Symbol;Acc:HGNC:27545]";Linc R N A;16;65284499;65576300
ENSG00000255723;;;Processed Transcript;4;87317170;87345210
ENSG00000272917;;;Processed Transcript;12;9642872;9657070
ENSG00000254617;;;Unprocessed Pseudogene;11;89887366;89889991
ENSG00000237154;MCFD2P1;"multiple coagulation factor deficiency 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21582]";Processed Pseudogene;6;27407697;27407996
ENSG00000260322;;;Linc R N A;1;80114943;80116918
ENSG00000253699;;;Antisense;8;86180418;86212236
ENSG00000249125;;;Linc R N A;4;123490268;123522106
ENSG00000259278;;;Linc R N A;15;39019233;39024918
ENSG00000238207;;;Antisense;2;117757563;117804174
ENSG00000226655;;;Linc R N A;4;123744923;123745673
ENSG00000249403;;;Linc R N A;5;174986295;174987050
ENSG00000146416;AIG1;"androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:21607]";Protein Coding;6;143060496;143340304
ENSG00000166268;MYRFL;"myelin regulatory factor-like [Source:HGNC Symbol;Acc:HGNC:26316]";Protein Coding;12;69825304;69959097
ENSG00000187258;NPSR1;"neuropeptide S receptor 1 [Source:HGNC Symbol;Acc:HGNC:23631]";Protein Coding;7;34658239;34878332
ENSG00000231297;;;Linc R N A;6;166099665;166113273
ENSG00000147874;HAUS6;"HAUS augmin like complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25948]";Protein Coding;9;19053143;19103119
ENSG00000280108;;;Protein Coding;21;13305171;13314664
ENSG00000267924;;;Linc R N A;19;23817599;23874701
ENSG00000249345;;;Linc R N A;12;126915203;127060401
ENSG00000273341;;;Linc R N A;7;77416673;77425443
ENSG00000171488;LRRC8C;"leucine rich repeat containing 8 family member C [Source:HGNC Symbol;Acc:HGNC:25075]";Protein Coding;1;89633072;89769903
ENSG00000279118;;;T E C;5;126496279;126498604
ENSG00000264189;;;Processed Pseudogene;18;1927727;1929094
ENSG00000108848;LUC7L3;"LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]";Protein Coding;17;50719544;50756213
ENSG00000233569;;;Linc R N A;9;117648606;117657027
ENSG00000256582;;;Linc R N A;12;9704077;9709350
ENSG00000279432;;;T E C;17;2639297;2642418
ENSG00000235635;;;Antisense;5;56941307;56947152
ENSG00000238251;;;Processed Pseudogene;9;96407284;96407797
ENSG00000230943;;;Linc R N A;6;113623535;113650074
ENSG00000235797;;;Processed Pseudogene;9;114572901;114573371
ENSG00000270449;;;Processed Pseudogene;11;104682383;104682581
ENSG00000212901;KRTAP3-1;"keratin associated protein 3-1 [Source:HGNC Symbol;Acc:HGNC:16778]";Protein Coding;17;41008521;41019324
ENSG00000240895;;;Linc R N A;3;110527482;110529582
ENSG00000258551;;"cervical cancer-associated transcript 37 [Source:EntrezGene;Acc:101926928]";Linc R N A;15;91408708;91605211
ENSG00000254391;;;Antisense;5;160685351;160692889
ENSG00000282860;;;Linc R N A;3;127571232;127571838
ENSG00000234360;;;Processed Pseudogene;9;10532145;10532411
ENSG00000250365;;;Antisense;14;31420286;31452883
ENSG00000232006;;;Linc R N A;7;42954135;43113931
ENSG00000261569;;;Linc R N A;16;32649193;32663956
ENSG00000271382;;;Linc R N A;12;93945041;93947813
ENSG00000258144;;;Linc R N A;12;39087713;39092874
ENSG00000219666;;;Processed Pseudogene;6;129783769;129784045
ENSG00000271239;;;Linc R N A;17;70778604;70779230
ENSG00000253665;;;Linc R N A;8;40114651;40127468
ENSG00000218793;;;Processed Pseudogene;6;87441165;87442146
ENSG00000275345;;;Linc R N A;15;90281858;90282270
ENSG00000248687;;;Unprocessed Pseudogene;5;29104880;29105438
ENSG00000266258;;;Linc R N A;18;70335439;70352459
ENSG00000252517;;"Small nucleolar RNA SNORD59 [Source:RFAM;Acc:RF00273]";Sno R N A;2;194664107;194664174
ENSG00000236471;;;Linc R N A;21;15067070;15067837
ENSG00000256745;;;Processed Pseudogene;11;94188449;94188997
ENSG00000244468;;;Antisense;3;149284782;149333653
ENSG00000255470;;;Linc R N A;11;18140186;18189495
ENSG00000253875;;;Antisense;8;27733338;27756426
ENSG00000279669;;;Linc R N A;21;5232668;5243833
ENSG00000243154;;;Processed Pseudogene;3;154651656;154652423
ENSG00000258115;;;Antisense;12;72046149;72057377
ENSG00000270323;;;Processed Pseudogene;11;73640479;73641037
ENSG00000259393;;;Processed Pseudogene;15;58967046;58967808
ENSG00000259619;;;Processed Pseudogene;15;54048588;54050876
ENSG00000137269;LRRC1;"leucine rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14307]";Protein Coding;6;53794497;53924121
ENSG00000270612;;;Processed Pseudogene;5;160326693;160326969
ENSG00000164167;LSM6;"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17017]";Protein Coding;4;146175685;146200000
ENSG00000248391;;;Linc R N A;5;29380296;29395981
ENSG00000277991;;;Linc R N A;21;7669397;7681742
ENSG00000279683;;;T E C;15;56795382;56795522
ENSG00000230092;;;Transcribed Unprocessed Pseudogene;1;800879;817712
ENSG00000230649;;;Linc R N A;7;136025761;136084668
ENSG00000234919;LINC01827;;Linc R N A;2;195569628;195572970
ENSG00000227058;;;Unprocessed Pseudogene;X;52545151;52547695
ENSG00000232337;;;Processed Pseudogene;2;161048606;161050546
ENSG00000139233;LLPH;"LLP homolog, long-term synaptic facilitation [Source:HGNC Symbol;Acc:HGNC:28229]";Protein Coding;12;66116555;66130768
ENSG00000230328;;;Processed Pseudogene;9;101358932;101361242
ENSG00000243695;;;Processed Pseudogene;9;39173794;39174513
ENSG00000234120;;;Processed Pseudogene;8;7112314;7113728
ENSG00000241345;;;Antisense;7;123994622;124027659
ENSG00000243944;;;Antisense;3;150039214;150213726
ENSG00000178460;MCMDC2;"minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]";Protein Coding;8;66870749;66922048
ENSG00000263652;MIR548AX;"microRNA 548ax [Source:HGNC Symbol;Acc:HGNC:43528]";Mi R N A;X;11318614;11318686
ENSG00000269994;;;Linc R N A;9;87008455;87042126
ENSG00000254708;;;Processed Pseudogene;11;34335118;34336003
ENSG00000229271;;;Linc R N A;3;16687986;16697479
ENSG00000114554;PLXNA1;"plexin A1 [Source:HGNC Symbol;Acc:HGNC:9099]";Protein Coding;3;126988594;127037392
ENSG00000278464;;;Linc R N A;18;34892013;34902885
ENSG00000076356;PLXNA2;"plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]";Protein Coding;1;208022242;208244320
ENSG00000130827;PLXNA3;"plexin A3 [Source:HGNC Symbol;Acc:HGNC:9101]";Protein Coding;X;154458281;154477779
ENSG00000269600;;;Antisense;19;58593896;58599355
ENSG00000260611;;;Linc R N A;16;35785569;35786887
ENSG00000258448;;;Processed Pseudogene;14;73068108;73068618
ENSG00000258677;;;Protein Coding;8;73688691;73878854
ENSG00000271825;;;Antisense;2;177300600;177302006
ENSG00000226530;;;Linc R N A;X;51396511;51465661
ENSG00000271938;;;Linc R N A;8;42139461;42139752
ENSG00000236319;;;Transcribed Processed Pseudogene;17;55526964;55561577
ENSG00000221866;PLXNA4;"plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]";Protein Coding;7;132123332;132648688
ENSG00000214851;LINC00612;"long intergenic non-protein coding RNA 612 [Source:HGNC Symbol;Acc:HGNC:28621]";Processed Transcript;12;9055586;9065070
ENSG00000265625;;;Sense Intronic;17;29644796;29645847
ENSG00000253930;;;Antisense;8;23189279;23190675
ENSG00000252438;;"Small nucleolar RNA SNORD45 [Source:RFAM;Acc:RF00279]";Sno R N A;10;12415928;12416000
ENSG00000106355;LSM5;"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17162]";Protein Coding;7;32485332;32495283
ENSG00000232135;;;Processed Pseudogene;20;45536796;45537014
ENSG00000135521;LTV1;"LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173]";Protein Coding;6;143843344;143863812
ENSG00000117697;NSL1;"NSL1, MIS12 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24548]";Protein Coding;1;212726153;212791782
ENSG00000225122;;;Unprocessed Pseudogene;1;163422405;163423164
ENSG00000274492;;;Linc R N A;14;88819608;88822151
ENSG00000164050;PLXNB1;"plexin B1 [Source:HGNC Symbol;Acc:HGNC:9103]";Protein Coding;3;48403854;48430051
ENSG00000258357;;;Processed Pseudogene;12;94521090;94521869
ENSG00000229067;;;Processed Pseudogene;1;91600171;91600321
ENSG00000233868;;;Processed Pseudogene;2;221944223;221944612
ENSG00000217231;;;Processed Pseudogene;6;144036618;144037704
ENSG00000237848;;;Processed Pseudogene;1;204394541;204394774
ENSG00000271034;;;Processed Pseudogene;3;70125070;70126609
ENSG00000271850;;;Linc R N A;13;34348043;34614170
ENSG00000283228;;;Protein Coding;2;151802651;151973949
ENSG00000201500;;"Small nucleolar RNA SNORD113/SNORD114 family [Source:RFAM;Acc:RF00181]";Sno R N A;14;100977389;100977466
ENSG00000259049;;;Antisense;14;52775237;52777740
ENSG00000232876;;;Antisense;6;135055033;135060550
ENSG00000267934;;;Antisense;19;23323968;23329101
ENSG00000236308;;;Antisense;10;100190036;100190747
ENSG00000237407;;;Linc R N A;22;21312920;21314904
ENSG00000258864;;;Protein Coding;5;112827213;112867582
ENSG00000259627;;;Antisense;15;63070025;63071911
ENSG00000279374;;;Protein Coding;1;186394991;186396776
ENSG00000273851;;;Transcribed Processed Pseudogene;15;69022230;69024176
ENSG00000253449;;;Linc R N A;5;158225352;158234376
ENSG00000233388;;;Processed Pseudogene;22;35501861;35503586
ENSG00000254383;;;Linc R N A;8;40900016;40901854
ENSG00000238122;;;Linc R N A;1;108261196;108273689
ENSG00000273399;;;Linc R N A;9;14586766;14587326
ENSG00000231024;;;Linc R N A;2;69700192;69713847
ENSG00000283313;;"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]";Sn R N A;4;70848136;70848218
ENSG00000236021;;;Antisense;1;176207648;176229330
ENSG00000260158;;;Linc R N A;16;32809556;32824645
ENSG00000224817;;;Linc R N A;10;101704652;101708401
ENSG00000228639;;;Linc R N A;17;72021851;72034092
ENSG00000268981;;;Antisense;19;22665552;22716991
ENSG00000187472;;;Processed Pseudogene;6;98780257;98780505
ENSG00000223859;;;Linc R N A;2;67040546;67041966
ENSG00000270099;;;Protein Coding;10;95860548;95924844
ENSG00000224698;;;Linc R N A;1;108420689;108433184
ENSG00000265194;;;Antisense;9;21858910;21861926
ENSG00000254492;;;Processed Pseudogene;8;102154550;102154725
ENSG00000222941;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;7;151916331;151916418
ENSG00000075420;FNDC3B;"fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]";Protein Coding;3;172039628;172401665
ENSG00000281079;;;Protein Coding;17;42993098;42993781
ENSG00000254319;;;Linc R N A;8;2666079;2728451
ENSG00000234503;;;Linc R N A;22;21177892;21179875
ENSG00000138759;FRAS1;"Fraser extracellular matrix complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19185]";Protein Coding;4;78057570;78544269
ENSG00000269349;;;Antisense;19;52511282;52512342
ENSG00000229301;;;Linc R N A;7;63354457;63359306
ENSG00000248698;LINC01085;"long intergenic non-protein coding RNA 1085 [Source:HGNC Symbol;Acc:HGNC:27198]";Linc R N A;4;14111968;14140052
ENSG00000271500;;;Processed Pseudogene;12;1695830;1698044
ENSG00000224968;LINC01645;;Linc R N A;1;177351586;177366272
ENSG00000232817;;;Linc R N A;7;63388808;63393657
ENSG00000278955;MIR8069-1;"microRNA 8069-1 [Source:HGNC Symbol;Acc:HGNC:50262]";Linc R N A;21;6858539;6897263
ENSG00000254143;;;Linc R N A;8;40161458;40172612
ENSG00000253335;;;Antisense;8;18989279;19000952
ENSG00000270277;;;Antisense;2;178548884;178550681
ENSG00000257557;;;Antisense;12;79934901;79942712
ENSG00000274840;;;Linc R N A;3;18013226;18041603
ENSG00000235335;;;Antisense;2;167814774;167941144
ENSG00000261362;;;Processed Pseudogene;16;16541217;16541847
ENSG00000225678;;;Transcribed Unprocessed Pseudogene;11;102751070;102754943
ENSG00000180284;;;Processed Pseudogene;X;103651735;103652106
ENSG00000253722;;;Antisense;8;93733216;93734022
ENSG00000227121;;;Linc R N A;10;52973488;52975815
ENSG00000078403;MLLT10;"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10 [Source:HGNC Symbol;Acc:HGNC:16063]";Protein Coding;10;21524675;21743630
ENSG00000166930;MS4A5;"membrane spanning 4-domains A5 [Source:HGNC Symbol;Acc:HGNC:13374]";Protein Coding;11;60429589;60455214
ENSG00000269110;;;Linc R N A;19;20553792;20661583
ENSG00000283472;;"E3 ubiquitin-protein ligase Itchy homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q96J02]";Protein Coding;20;34412633;34507794
ENSG00000280431;;;T E C;13;34079411;34080134
ENSG00000261304;;;Linc R N A;15;34651135;34655764
ENSG00000249041;;;Antisense;4;154754756;154781873
ENSG00000249729;;;Processed Pseudogene;4;44840380;44841402
ENSG00000196576;PLXNB2;"plexin B2 [Source:HGNC Symbol;Acc:HGNC:9104]";Protein Coding;22;50274979;50307627
ENSG00000261799;;;Sense Overlapping;12;273954;277123
ENSG00000277801;;;Linc R N A;14;89156743;89157574
ENSG00000162624;LHX8;"LIM homeobox 8 [Source:HGNC Symbol;Acc:HGNC:28838]";Protein Coding;1;75128434;75161533
ENSG00000258033;;;Unprocessed Pseudogene;12;101066734;101069232
ENSG00000251126;;;Antisense;4;112880298;112882330
ENSG00000105085;MED26;"mediator complex subunit 26 [Source:HGNC Symbol;Acc:HGNC:2376]";Protein Coding;19;16574907;16629062
ENSG00000223761;;;Linc R N A;10;87591607;87606024
ENSG00000255445;;;Processed Pseudogene;11;93152075;93152750
ENSG00000046651;OFD1;"OFD1, centriole and centriolar satellite protein [Source:HGNC Symbol;Acc:HGNC:2567]";Protein Coding;X;13734745;13769353
ENSG00000230470;;;Sense Intronic;1;184408337;184412360
ENSG00000280193;;;T E C;8;81696368;81698694
ENSG00000273125;;;Linc R N A;3;107430930;107463912
ENSG00000253947;;;Antisense;5;167965187;167967086
ENSG00000186678;;;Unprocessed Pseudogene;X;55172717;55176026
ENSG00000232692;;;Antisense;21;26378552;26471698
ENSG00000278923;;;Protein Coding;18;15057125;15066579
ENSG00000206790;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;12;100257688;100257790
ENSG00000198753;PLXNB3;"plexin B3 [Source:HGNC Symbol;Acc:HGNC:9105]";Protein Coding;X;153764196;153779346
ENSG00000271048;;;Processed Pseudogene;8;134673131;134673512
ENSG00000162877;PM20D1;"peptidase M20 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26518]";Protein Coding;1;205828022;205850132
ENSG00000202279;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;X;136816477;136816574
